Name,Hours-worked,Hourly-rate
Katrina Anderson,20,63.33
Edward Turner,60,61.13
Michael Smith,36,11.83
Leonard Robertson,38,29.66
David Meyer,36,32.76
Michael Perez,55,40.12
Marie Nicholson,27,53.74
Katherine Ho,41,48.47
April Mcguire,21,31.81
Julian Rodriguez,37,20.82
Tanya Williams,36,16.68
Robert Hill,56,27.98
Gerald Chang,30,11.52
Jordan Ryan,48,46.35
Patricia Guzman,25,54.0
Mallory Shaw,25,27.04
Joanne Barton,28,38.95
Mark Romero,59,24.34
Mr. Jacob Davis,34,59.03
Adam Petersen,43,35.12
Megan Williamson,49,18.76
Gary Campbell,40,18.64
Tina Rojas,26,59.51
Gregory Simpson,26,65.06
Brittany Snyder,31,28.42
Matthew Bell,20,47.76
Elizabeth Andrade,33,25.55
Maria Hill,32,13.82
Jessica Miller,27,47.72
Matthew Crawford,45,44.59
Deanna Palmer,43,35.67
Brittany Mclean,57,43.63
Karen Brown,41,67.64
Charles Taylor,20,43.26
John Gonzalez,51,30.65
Kyle Wilson,43,71.26
Monica Li,41,67.52
Nicholas Gardner,39,49.46
Pamela Carrillo,40,20.02
James Chan,59,44.27
Jennifer Johnson,55,28.85
Paul Jackson,37,73.72
Laura Stuart,42,51.58
Eric Austin,31,56.64
Joseph Delgado,48,73.82
Cameron Avery,28,72.95
Pamela Barber,31,52.25
Kevin Freeman,57,53.48
Kathleen Curtis,23,70.98
Kimberly Martinez,42,51.18
Jeffrey Hunt,59,15.58
Samuel Reyes,27,62.34
Elaine Neal,39,74.5
Emily Anderson,56,40.65
Stephanie Wilson,20,34.81
Gwendolyn Curtis,56,66.55
Steven Freeman,47,14.67
Mandy Acevedo,34,11.38
Shawn Hamilton,44,13.63
Dennis Perez,46,58.83
Christopher Walls,34,52.42
Adam Russell,53,68.33
Lisa Ramirez,24,68.54
Johnny Ortiz,40,26.1
Benjamin Martinez,52,43.47
Patrick Frazier,51,33.83
Whitney Campbell,30,53.0
Chelsea Sutton,46,73.68
Elizabeth Hammond,36,46.69
Anna Smith,60,25.08
Valerie Johnson,28,33.04
Danielle Mcdowell,43,34.27
Kenneth Dunn,53,18.41
Brian Jacobs,40,40.94
Patricia Wang,30,12.33
Kimberly Torres,31,43.4
Jennifer Wilson,47,35.72
Jose Park,59,36.83
Jasmine Stark,51,24.74
Katie Dennis,47,59.55
Karla Larson,55,51.28
Andrea Butler,27,64.07
Jeanne Taylor,21,49.63
Heidi Foster,51,21.71
Jeffrey Moore,59,64.82
Andrew Hicks,34,74.77
Malik Curtis,29,19.72
Amanda Olson,26,13.86
Kelly Elliott,43,62.05
Jerome Wade,44,56.8
Dakota Acosta,23,65.85
Margaret Willis,54,18.75
Tyler Cox,32,44.96
Damon Hernandez,31,18.4
Christopher Cox,28,48.84
Matthew Barr,52,17.33
Jill Johnson,24,47.23
Jordan Gray,24,33.96
David Ross,23,62.9
Brandi Day,58,10.45
Wendy Khan,45,15.75
Rebecca Alvarez,33,16.17
Harold Hernandez,31,69.2
Michael Deleon,23,52.46
Robert Oliver,57,12.22
Joann Becker,40,63.14
George Joyce,31,43.57
Stacy Meyer,53,14.22
Andrew Singleton,49,45.18
Christopher Carter,44,37.88
Tina Smith,42,32.05
George Obrien,28,56.15
Corey Hutchinson,32,62.76
Shaun Rodriguez,35,73.13
Steven Morgan,37,38.74
Nathan Howard,43,71.87
Tammy Villarreal,31,45.07
Calvin Nguyen,20,52.83
Carolyn Reeves,37,12.93
Stacey Williamson,38,25.61
Natalie Berry,29,19.6
Stephanie Brown,44,63.22
Gary Dominguez,59,72.8
Stuart Kemp,22,32.66
Haley White MD,29,26.93
Mandy Romero,20,18.41
Colton Smith,28,45.01
Jennifer Brady,39,71.05
Laura Manning,34,39.15
Stephanie Gonzalez,60,62.59
Jeremy Savage,57,45.14
Howard King,54,73.21
Jacob Thompson,42,72.1
Michael Knight,45,68.41
Amy Mendez,48,12.24
Mrs. Michelle Miranda,55,25.59
Jeffrey Diaz,57,17.67
Ian Brewer,54,39.4
John Flores,27,52.1
Victoria Reyes,31,25.88
Cody Cervantes,47,27.62
Jermaine Campbell,58,63.09
John Atkinson,48,45.06
Veronica West,51,35.23
Stephanie Simpson,28,12.03
Christopher Castaneda,40,58.89
Kathy Gentry,51,44.73
Joshua Mitchell,38,34.17
Keith Fields,22,26.22
Jennifer Morris,36,20.33
Bryan Spencer,23,72.53
Mr. Aaron Perez,28,39.1
Anthony Deleon,50,64.27
Mark Kelly,36,25.85
Ronald Woodward,39,34.46
Kathryn Ross,48,11.12
Ethan Grant,56,39.99
Aaron Delgado,21,72.89
Erin Lopez,46,59.96
John Crawford,45,49.13
Jeffrey Dominguez,53,17.92
Elizabeth Garcia,44,66.72
Brian Bray,26,69.15
Michael Ponce,58,32.02
Beth Armstrong,53,68.6
Jeffery Jones,49,25.17
Tracey Smith,41,25.29
Becky Cole,59,68.73
Aaron Simmons,24,24.21
Elizabeth Villa,28,68.89
Daniel Arnold,42,67.31
Jacqueline Rojas,58,44.12
Brandon Black,50,71.04
Nicholas Kelley,23,60.93
Roberto Hill,59,31.9
Christopher Serrano,47,70.28
Lori Porter,53,60.3
Michelle Miles,56,42.88
Katherine Thompson,23,41.93
Kelly Hartman,43,23.77
Brian Barnett,53,11.76
Roger Alexander,40,68.54
Bethany Blair,45,27.0
David Taylor,54,37.21
John Morris,44,25.26
Erica Walsh,47,13.91
Shirley Petersen,29,18.0
Amy Zavala,25,19.61
Sarah Jones,26,63.16
Melanie Bradshaw,39,16.32
Stephen Davis,52,48.85
Shane Williams,55,25.6
Joshua Brooks,40,74.73
Lynn Hunt,55,55.79
Michael Castro,42,56.67
Jeffrey Munoz,49,56.94
Taylor Mendez,47,23.06
Jessica Williams,37,70.01
Brian Smith,58,59.84
Eric Collier,53,14.72
Sergio Brooks,45,45.07
Adam Lucas,31,60.94
Kimberly Martinez,36,50.83
Lisa Jimenez,42,54.4
Lynn Jones,47,60.04
Rebekah Lambert,40,24.55
Nicole Simon,54,19.0
Barbara Pennington,33,10.36
Brandy Smith,30,60.91
Daniel Martin,41,58.27
Eric Ford,53,44.74
Christine Holder,40,61.83
Katherine Jacobs,30,28.05
Haley Ford,47,42.19
Jason Manning,57,42.39
Jeffrey Taylor,55,67.86
Amy Alexander,29,15.19
Eddie Fernandez,57,24.84
Karen Gray,50,60.33
Chad Holt,33,30.26
Tracy Acevedo,32,40.15
Maria Atkinson,22,17.39
Michelle James,34,53.28
Angela Williams,47,56.31
Maria Fisher,21,74.43
Anthony Marshall,25,65.85
Kristen Hernandez,38,37.02
Shane Thomas DVM,25,49.59
Logan Murphy,59,65.53
Rita Ward,38,13.39
Joyce Andrews,48,32.99
Jared Carney,24,35.25
Michael Carlson,50,52.46
Patricia Davis,23,17.23
Alicia Mendoza,52,36.98
William Stuart,20,61.02
Lisa Soto,33,53.73
Cody Erickson,55,40.98
Mark Young,41,34.3
Jordan Perez,57,28.98
Jeffrey Mcgrath,35,37.05
Jaime Hall,59,44.89
Monica Moran,55,73.59
Susan David,33,45.01
Michele Roberts,24,19.0
Tommy Freeman,46,33.56
Paula Scott,23,47.24
Brent Thompson,35,34.24
Andrew Wilson,28,30.96
James Stephens,24,40.31
Ashley Aguilar,56,69.88
Jeremy Vazquez,22,63.14
Robin Fry,38,65.06
Diana Wilson,52,36.4
Jessica Scott,59,63.43
Robin Campbell,53,16.28
Randy Mcdonald,35,31.58
Kayla Velez MD,58,62.75
Stacy Lowe,40,23.33
Jonathan Campbell,55,73.61
Valerie Sanders,30,69.41
Christy Moore,59,66.62
Frank Winters,42,33.33
Sierra Johnson,32,35.81
Jose Tucker,52,45.99
Sarah Good,44,65.55
Amy Fields,31,47.71
Brian Green,39,47.79
Christopher Strong,58,44.64
Debra Cole,50,64.25
Ann Rhodes,30,35.08
Amanda Knight,31,70.8
Katelyn Lin,52,17.69
Katie Martinez,20,15.15
Michael Benitez,21,53.79
Joseph Morgan,59,41.55
Sean Diaz,38,36.08
Dennis Richard,27,24.78
Sabrina Ramos,28,41.13
Joel Ware,21,50.37
Joseph Campbell,36,67.49
Barbara Diaz,54,33.45
Claudia Frederick,55,48.15
Edward Pollard,22,38.58
Raven Clark,48,27.24
Matthew Gonzalez,59,19.7
Destiny Villegas,50,19.68
Eric Fox,33,11.22
Theresa Harrington,28,21.02
William Yang,59,24.26
Danielle Richard,45,19.06
Matthew Avila,50,31.02
Melanie Harris,33,27.53
Mr. Lance Mitchell PhD,38,47.14
Harold Gibbs,49,74.18
Jeremy Scott,57,25.24
Amy Mccarthy,44,32.9
Daniel Gonzalez,22,64.59
Madison Mendez,49,14.38
Cynthia Watson,27,34.76
Carrie Wilson,54,41.69
Darren Henderson,58,26.2
Kathleen Martin,20,56.0
Brittany Barrera MD,29,31.24
Katherine Grimes,37,35.37
Hannah Ashley,22,65.6
Richard Schmidt,43,27.8
Alexander Jacobson,26,67.28
Anthony Schultz,41,73.24
Jack Thompson,41,64.43
Larry Dunn,46,59.19
Jacob Johnson,22,28.42
Carol Cox,34,62.69
Seth Brown,38,60.98
Holly Thompson,27,60.87
Jason Jackson,39,58.72
Carolyn Wilson,20,33.33
Carol Everett,22,73.55
Andrew Greer,28,51.77
Derek Huff,38,42.25
Richard Jordan,37,43.34
Angela Lane,21,41.19
Susan Joseph,35,69.98
Leslie Grant,20,58.52
Rebekah Campbell,25,17.54
Susan Graves,56,25.98
Jacob Gould,29,72.92
Eric Mitchell,29,73.32
Amanda Walters,47,40.4
John Ford,54,37.29
William Stuart,41,24.96
Jessica Hall,38,41.89
Richard Tran,36,29.85
Monica Miller,39,72.15
Katherine Francis,26,39.78
Taylor Johnson,36,30.69
Casey Bridges,54,65.71
Dawn Smith,33,55.16
Jacob Schwartz,44,72.4
Cynthia Wilson,35,22.51
Karen Taylor,30,39.15
Kathryn Bryan,50,51.8
Thomas French,38,47.84
Andrew Bradford,28,50.71
Jonathan Marquez,25,17.96
Brett Kane,46,72.66
Lisa Singh,34,27.68
Michelle Diaz,23,34.17
Alexandra Patterson,22,51.0
Lauren Hardy,48,17.16
Stacey Perry,41,62.07
Kristen Lucas,33,19.59
Emily Thomas,51,50.58
Deborah Romero,30,60.51
Amanda Taylor,34,64.0
Elizabeth Mcintyre,34,59.97
Kurt Barnes,24,50.84
Heidi Proctor,41,31.2
Michael Gonzalez,21,23.95
Jackson Gutierrez,24,31.26
Ralph Ortega,52,47.48
Thomas Andrews,60,18.36
Erik Friedman,53,58.35
Mrs. Donna Mitchell,50,25.32
Daryl Smith,56,56.44
Krystal James,57,43.17
Debra Hill,40,52.58
Pamela Osborne,32,37.24
Joyce Smith,25,17.4
Jared Nelson,31,29.11
Ms. Elizabeth Phillips MD,43,20.94
Maureen Tran,26,74.7
Stephanie Myers,29,17.62
Austin Reese,53,29.6
Brian Walker,44,45.53
Zachary Green,22,55.72
Jonathan Shaffer,56,64.15
Jessica Mendez,54,65.24
Shawn Williams,57,68.53
Mr. Raymond James,32,16.17
Lindsey Hernandez,33,16.97
Tracy Schroeder,55,20.36
Jennifer Hays,22,66.26
Jose Moore,45,17.85
Leslie Frost,52,55.14
William Bender,45,17.14
John Quinn,56,60.36
David Smith,56,34.94
Jason Knight,52,51.37
Christina White,42,39.88
Sherry Myers,54,32.28
Jodi Patton,45,66.18
Tina Ruiz,55,37.53
Caleb Parker,39,71.78
Brian Flores,20,48.87
Denise Fischer,26,19.85
Anna Murray,52,45.88
Anne Smith,20,66.7
Andrew Holden,45,23.86
Lance Brewer,47,14.4
Lori Cole,50,47.69
Alex Wright,33,52.99
Elizabeth Brewer,45,68.94
Angela Warren,55,71.75
Elaine Smith,20,31.72
Jenna Wong,22,41.84
Adam Obrien,56,25.09
Wendy Stephens,49,66.68
Hannah Chen,51,11.76
Richard Berg,43,25.16
Susan Parker,55,33.72
Maria Hanson,59,62.65
Deborah Anderson,48,66.31
Jacob Massey,29,38.64
Monica Barnett,46,55.29
Andrew Pierce,23,43.65
Joshua Hughes,32,49.1
Bryan Doyle,50,46.12
Steven Ross,60,71.06
Kristopher Haynes,32,18.19
Kevin Daniel,29,12.28
Yvonne Soto,38,45.17
John Anderson,54,55.51
Adam Fisher,50,34.47
Jeffrey Ashley,31,68.49
Timothy Forbes,34,38.18
Michael Hernandez,48,22.28
Ryan Guzman,43,15.65
Andrea Harvey,20,11.51
Anne Warren,53,74.29
Heather Brown,30,30.71
Elizabeth Morris,24,41.74
Susan Fowler,22,25.68
Kelly Baldwin,51,12.87
Kristina Campbell,22,12.38
Chris Bell,25,21.81
Patricia Wise,40,50.8
Sarah Campos,26,20.72
Cassandra Brown,35,25.05
Sara Acevedo,59,50.83
Lauren Burke,42,48.18
Kristin Parker,25,50.87
Elizabeth Rios,54,22.73
Robert Hall,42,73.03
Bryce Riddle,40,59.7
Heather Clark,49,58.55
Christopher Maxwell,38,56.12
Joshua Ramos,31,26.58
Sarah Lee,23,14.0
Cristina Lynch,39,26.8
Sally Gallegos,51,11.88
Veronica Miller,33,67.49
April Villarreal,41,42.14
Tina Hale,30,17.97
Rebecca Wilson,57,50.94
Nicole Andrews,52,58.17
Frederick Green,54,18.81
Sabrina Friedman,41,41.54
Daniel Reyes,33,15.64
Leah Cook,52,73.07
Wayne Castro,48,55.03
Diana Dalton MD,27,17.91
Sabrina Snyder,44,36.33
Roger Frazier,29,46.79
Joshua Walker,33,64.29
Janet Castillo,34,21.0
Adam Roth,42,49.04
Shane Acosta,38,68.67
Martin Steele,41,62.77
Nathaniel Anderson,51,15.52
Sean Collins,26,60.6
Andrew Mccoy,30,44.34
Ashley Gomez,60,42.87
Dr. Alexander Miller,32,71.35
Meghan Munoz,49,69.15
Andrea Thompson,27,32.63
Ethan Brooks,40,60.53
James Orozco,51,29.08
Jim Morrison,49,53.85
Mary Cooper,31,38.09
Ryan Morgan,53,25.21
Lisa Garcia,26,47.72
Tammy Hurley,34,70.9
Melissa Torres,53,69.92
Mandy Jackson,34,10.8
Adam Vaughn,26,19.63
Aaron Johnson MD,49,60.39
William Little DDS,22,62.88
Maria Banks,28,42.28
Joshua Werner,54,17.81
Howard Jones,52,52.61
Stephen Marshall,21,21.42
David Young,25,29.91
Nicole Ramirez,46,66.2
Peter Woods,26,17.8
Lindsey Valenzuela,21,26.78
Brian Thomas,24,28.69
Samuel Townsend,35,70.5
Rachel Mcintyre,41,17.22
Richard Davis,43,25.74
Amy Olsen,35,32.49
Wanda Mendoza,34,45.42
Ashley Quinn,51,23.09
Jessica Delgado,20,55.0
Brian Mcclure,44,30.67
Lisa Johnson,22,12.66
Maria Rush,26,11.0
Julia Ford,23,65.15
Danielle Jordan,25,39.61
Lori Newman,59,72.32
Whitney Flores,28,22.06
Barry Roberts,52,11.82
Taylor Duke,55,36.34
Lindsey Conner,54,46.85
Julie Sanders,45,58.16
James Mitchell,59,41.45
Daniel Lyons,60,53.53
Steven Stevens,46,50.55
Kim Padilla,56,57.93
Audrey Navarro,39,50.46
Brenda Jackson,38,73.83
Carl Jackson,43,31.79
Megan Zimmerman,46,40.39
Brooke Thompson,21,73.09
Sarah Perry,21,58.34
Richard White,37,70.86
James King,50,66.76
Ian Thompson,40,64.02
Christopher Taylor,53,22.24
Michael Blackburn,30,53.14
Sarah Weber,41,50.34
Juan Green,36,21.67
Loretta Norton,50,22.9
Sarah Gill,52,32.38
Tanya Martin,50,28.43
Katherine Miller,28,49.33
Randy Frank,48,45.38
Kari Horn,48,57.47
Nancy Clay,31,19.62
Jenna Boyle,53,17.15
Emily Rodriguez,33,58.99
Mrs. Brianna Gonzalez MD,53,71.08
Heather Jones,56,28.24
Anthony Brown MD,57,65.01
Brooke Baker,36,33.1
Kristy Swanson,41,71.26
Robert Robertson,31,28.82
Valerie Wheeler,35,68.14
Thomas Terrell,50,21.87
Scott Moore,40,15.15
Justin Taylor,36,29.89
Emily Walker,33,14.04
Rose Cross,40,56.82
Caleb Allison,29,64.94
Kathryn Roberson,53,65.65
Steven Powers,30,53.09
Mark Reed,45,59.36
David Jones,24,55.07
Brian Mcdowell,52,35.15
Marcus Hawkins,23,14.01
Franklin Huff,39,73.96
Dr. Bradley Pena DVM,59,20.05
Jessica Anderson,31,28.97
Richard Hines,42,73.56
Todd Miller,23,23.23
Melanie Peterson,43,13.26
Stephanie Morris,58,52.67
Adam Graham,33,45.11
Paula Jones,54,14.8
Adriana Morton,21,51.04
Andrew Carroll,50,15.33
Mark Dennis,27,41.34
Peter Wilson,23,16.31
Dana Smith,29,29.35
Kendra Jones,26,73.88
Willie Taylor,30,64.72
Heather Snyder,20,68.11
Shannon Black,37,13.77
Mr. Robert Singh,51,19.2
Sherry Martinez,33,35.74
Gregory Garcia,41,38.84
Mrs. Sonia Nelson,35,74.46
Jill Williams,26,43.14
Antonio Brown,21,24.27
Chelsey Green,43,57.09
Kimberly Green,49,19.75
Kathryn Ortega,55,33.93
Melanie Olsen,26,69.53
Megan Marshall,41,50.48
Daniel Munoz,21,66.38
William Rubio,59,39.81
Matthew Brown,29,35.32
Sheila Contreras,44,29.18
Brianna Massey,24,23.94
Christian Hartman,31,31.64
David Douglas,57,26.35
John Stewart,32,46.82
Larry Parker,22,28.81
Amy Rodriguez,36,55.55
Catherine Ayala,58,35.64
Ralph Silva,53,52.86
Erin Perez,57,45.97
Margaret Washington,29,16.05
Crystal Zuniga,32,72.75
Kevin Flores,48,61.32
Riley Rodriguez,50,36.65
Patrick Lawrence,58,37.31
Christina Zavala,51,57.04
Keith Weaver,41,49.85
Mark Rodgers,26,15.46
Julie Hart,44,62.04
David Zhang,45,40.24
Eric Weeks,36,46.41
Mrs. Lauren Schwartz,58,44.98
Melissa Wall,31,26.05
Juan Jenkins,46,23.46
Crystal Gonzalez,41,46.24
Carmen Johnson,55,22.85
Christian Zuniga,38,11.15
Martin Hicks,50,29.11
Jennifer Martinez,23,64.16
Donald Kerr,47,59.99
Mark Cooley,20,15.24
Kristin Douglas,51,10.66
Joseph White,59,28.19
Kimberly Reyes,25,24.54
Lisa Fritz,32,23.35
Kyle Pittman,40,28.67
Jason Gomez,37,49.9
Edward Evans,25,58.03
Linda Johnston,54,24.57
Charles Russell,58,46.53
Paul Smith,27,22.15
Steven Foster,57,18.44
Cindy Thompson,42,11.04
Eric Leach,60,59.77
Sharon Miller,60,73.15
Julie Ward,34,54.67
Mindy Ramos,43,50.17
Meagan Smith,27,46.65
Dana Cummings,34,69.97
George Meadows,42,55.93
Warren Ford,42,27.37
Katie Shelton,55,36.01
Christopher Rivera,38,24.86
Jeremy Lynch,48,14.14
Kelly Vasquez,24,18.49
Denise Hernandez,30,52.67
Maureen Santana,31,13.59
Jared Romero,32,60.13
Kimberly Glenn,36,27.36
Robert Smith,22,11.48
Samantha Brooks,48,17.68
Tanya Gonzalez,26,28.79
Bradley Lee,20,57.33
William Bush,26,55.76
Susan Friedman,43,46.32
Carolyn Clark,22,45.84
Barbara James,54,65.73
Laura Meyers,22,24.06
Larry Estes,25,37.84
William Wright,24,14.82
Kaitlyn Anderson,60,16.62
Molly Brooks,51,45.99
Debra Mays,21,39.55
James Rosales,25,47.23
Justin Williams,25,33.31
William Chavez,40,15.92
Walter Lewis,55,34.36
Angelica Brown,38,40.86
Darlene Brennan,37,35.63
Brandon Taylor,28,42.15
Amber Johnson,36,17.56
Teresa Riley,33,51.03
Dwayne Wiley,35,25.3
Joseph Acosta,34,52.73
Dr. Patrick Washington,32,56.43
Christina Pham,45,72.6
Kyle Brown,32,62.0
Joanna Clark,34,20.5
Eric Church,38,64.0
Nathan Robertson,22,66.01
Mr. Rodney Sawyer,24,47.12
Katherine Miller,52,24.96
James Bradshaw,29,33.47
Michael Weber,35,42.46
Dustin Peterson,31,38.94
Heidi Holloway,54,18.25
Jason Evans,30,57.83
Jessica Rivera,37,11.76
Frederick Haney,48,72.46
Jillian Carpenter,60,27.53
Christopher Gutierrez,45,67.39
Richard Bray,40,44.71
David Ward,38,37.14
Willie Davies,32,21.69
Mercedes Chavez,35,17.61
Danielle Long,36,42.27
Jasmine Cuevas,24,13.52
Ashley Clark,44,41.18
Marie Norton,22,38.77
Keith Glass,51,44.96
Jordan Watson,46,18.34
Adam Henry,30,60.76
Anthony Caldwell,28,74.49
Mike Ibarra,48,42.82
Seth Rodriguez,59,59.86
Darren Jones,52,15.88
Rebecca Hall,20,35.4
Dana Preston,21,41.98
Malik Parker,56,22.47
Chad Murray,40,43.78
Sarah Gutierrez,42,19.37
Anthony Vaughn DDS,46,37.19
Robert Erickson,34,72.67
Michael Roach,25,56.94
Jesse Rodriguez,37,52.29
Dylan Murray,36,27.73
Amy Avila,30,46.16
Travis Manning,30,20.43
Sharon Pratt,53,12.49
Kelly Lee,37,43.93
Curtis Glover,40,49.68
Elizabeth Larson,27,70.27
Alexis Romero,42,54.44
Amanda Roberts,43,62.69
Jessica Gutierrez,56,11.2
Sean Jones,41,68.53
Aimee Morris,51,74.27
Katherine Dorsey,45,36.71
Susan Smith,58,60.05
Michelle Wilson,45,42.55
Stephen Nash,47,19.88
William Jackson,43,58.44
Tammie Tate,21,23.91
Jason Carlson Jr.,59,65.51
Bradley Fisher,33,28.71
Christie Harding,30,35.02
Jeffrey Vazquez,50,49.12
Gloria Robinson,24,23.24
Jay Brooks,26,54.24
Megan Fernandez,32,48.21
Amanda Meyer,50,26.74
Wayne Miller,60,63.69
Bianca Cruz,48,56.93
Margaret Davis,47,11.01
Adam Bryant,36,71.67
Mrs. Jennifer Medina,56,18.77
Danielle Hansen,21,34.24
Hector Clark,59,29.41
Shirley Garcia,53,33.05
Denise Mendoza,52,39.36
Roy Durham,49,60.38
Robert Aguirre,51,52.65
Dr. Christopher Ortiz,56,22.77
James Wood,59,22.01
Gina Ross,31,19.99
John Mckenzie,55,50.17
John Macias,39,45.6
Steven Norris,56,58.62
Marisa Smith,53,36.24
Jennifer Hart,45,70.82
Matthew Rojas,38,37.61
Gregory Taylor,22,56.72
Jeremy Page,49,61.2
Sharon Stark,47,25.15
Tanya Gonzalez,46,30.42
Erica Salinas,31,42.36
Steven Alexander,30,55.9
Benjamin Marsh,26,32.92
Kayla Terry,30,58.0
Amanda Gonzalez,52,18.7
Colleen Price,50,42.97
Brianna Johnson,36,74.75
Ronald Price,47,17.34
Brenda Pena,25,54.25
Jeremy Williams,50,60.5
Hailey Valdez,57,36.32
Katelyn Schultz,31,15.8
Maria Wallace,53,52.2
Michele Lawrence,24,18.71
Mary Christensen,55,37.77
Amy Robinson,37,34.69
Clinton Dennis,27,36.94
Bill West,25,50.81
Allison Gates,53,49.16
Ricky Barrett,30,16.33
Tabitha Hall,53,19.76
Judith Joyce,43,44.4
Linda Smith MD,40,26.06
Timothy Austin,30,23.63
Richard Ramirez,28,57.96
Jennifer Shelton,51,74.84
Edward Rivera,27,72.24
Jeremy Chung,33,11.39
Jorge Newton,46,44.24
Mary Morrison,53,54.45
Elizabeth Christian,59,58.36
Mark Peters,51,43.21
Angela Andrews,46,68.46
Brittany Rogers,24,25.8
Wendy Anderson,32,33.03
Jennifer Ramos,32,73.11
Tanya Kennedy,51,72.7
Jose Wilson,27,20.68
Casey Reed,34,73.99
Christopher Wolf,27,36.43
Jacqueline Rivera MD,26,65.31
Brooke Stone,29,31.33
Jacob Hutchinson,57,40.86
Matthew Stevens,45,72.05
Christian Smith,35,52.4
Wendy Lester,37,56.17
Matthew Garrison,34,21.3
Kathleen Brown,37,45.67
Keith Knapp,29,30.54
Jessica Carpenter,32,74.8
Logan Jones,50,24.84
Julie Miller,33,29.51
Katrina Moreno,29,37.33
Heidi Wise,38,29.44
Jeffrey Thompson,50,40.57
Christopher Turner,46,67.73
Amanda Smith,32,47.48
Alyssa George,44,52.79
Bobby Gutierrez,47,46.53
Veronica Kirk,42,23.65
Krista Kaufman,22,63.75
Natalie Miller,59,61.36
Tiffany Hall,57,26.84
Jennifer Cruz,32,63.28
Douglas Mayo,26,15.0
Kenneth Smith,40,17.07
Michael Sanchez,36,24.72
Elizabeth Giles,47,19.81
Martin Peterson,34,74.48
Chelsea Hines,39,22.01
Edward Woodard,58,72.03
Adam Rosales,59,25.3
Jamie Eaton,59,34.62
Amanda Foster,49,48.06
Darlene Duke,43,14.72
Mrs. Courtney Harris DDS,52,62.48
Cristian Jones,45,71.55
Samantha Li,44,13.67
Jason Adkins,28,31.74
Christina Olsen,38,21.78
Patrick Webster,44,54.54
Gary Krueger,37,37.43
Alexandria Frank,21,27.06
Rebecca Underwood,42,50.35
Brenda Dunn,57,16.96
Michael Douglas,38,30.16
Corey Gray,38,29.61
Cheyenne Murphy,23,57.36
Caitlyn Donaldson,48,51.28
Marcus Norris,57,42.51
Jeremy King,30,54.52
Jonathan Kirby,51,21.54
Paul Sparks,34,66.63
Patrick Peters,41,40.4
Bobby Osborne,50,27.18
Austin Hawkins,37,31.42
Zachary Brown,24,41.49
Erica Owen DDS,41,34.61
Matthew Carroll MD,24,54.66
Lauren Wilson,32,35.56
Teresa Perez,39,31.83
Donald Mcdowell,25,67.31
Reginald Mcdaniel,46,54.01
Christopher Wilson,20,17.04
Paul Benjamin,30,49.94
Robert Carter,36,35.05
Jeremy Cox,27,20.86
Dana Ramirez,21,44.34
Barbara Bridges,57,46.67
Yolanda Howe,30,73.03
Monica Foley,53,17.76
Raymond Murray,29,53.12
Johnathan Carlson,20,11.05
Veronica Spence,53,38.18
Mrs. Katherine Owens,51,66.05
Michael Gonzalez,36,63.48
Maria Gregory,57,21.84
Christopher Hale,42,12.74
Dr. Lisa Benton,51,15.29
Rebecca Gonzalez,45,31.8
Kenneth Gray,52,64.9
David Boyd,57,45.03
Renee Smith,43,24.29
Kaitlyn Blevins,29,57.84
Jared Terrell,33,52.04
Kenneth Yoder,55,52.92
Charles Lynch,36,33.48
William Smith,57,65.91
Michael Vasquez,30,21.43
Nichole Mack,33,27.11
Karen Martin,41,35.99
Thomas Johnston,52,18.93
Michelle Frederick,20,55.54
Tammy Franklin,29,57.5
Robert Knight,38,71.46
